"","date","place","mean"
"380","08","화북동",26.5048387096774
"381","09","화북동",22.2333333333333
"382","10","화북동",16.7112903225806
"383","11","화북동",12.4016666666667
"384","12","화북동",7.42258064516129
"385","01","효돈동",7.04086021505376
"386","02","효돈동",7.83294117647059
"387","03","효돈동",11.3935483870968
"388","04","효돈동",14.4366666666667
"389","05","효돈동",18.5847457627119
"390","06","효돈동",21.285
"391","07","효돈동",25.2129032258065
"392","08","효돈동",27.4
"393","09","효돈동",23.71875
"394","10","효돈동",18.4305084745763
"395","11","효돈동",14.275
"396","12","효돈동",9.37258064516129
